ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Hospital Funding Type/Non-Profit Status,CHNA_Year,Service_Area_Type,Service_Area_Zip,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6741890,Memorial Hermann - Texas Medical Center,6411 Fannin Street,Houston,77030-1501,TX,Memorial Hermann Health System,Non-Profit,2022,Combination of counties and places,"Austin,Brazoria,Chambers,Fort Bend,Galveston,Harris,Liberty,Montgomery,San Jacinto,Walker,Waller,Wharton",N/A,"Houston,Texas City,Lake Jackson,Sugar Land,The Woodlands,Huntsville","Access to Healthcare, Emotional Well Being, Food as Health, Exercise as Medicine","Mental Health and Mental Disorders, Access to Healthcare, Diabetes, Older Adults, Heart Disease and Stroke,Physical Activity, Childrens Health, Obesity,Substance Abuse, Wellness and Lifestyle, Oral Health, Womens Health,Cancer, Injuries ,Violence, Safety, Respiratory Lung Disease",https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/tmc/tmc-chna-2022.ashx?la=en&hash=1CBFFEDFE2882548AC8A19CAE2CE7CC8,https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/tmc/tmc-chna-2022.ashx?la=en&hash=1CBFFEDFE2882548AC8A19CAE2CE7CC8,Deborah.ganelin@memorialhermann.org 
6740916,Memorial Hermann First Colony Hospital,"16000 Southwest Freeway, Suite 100",Sugar Land,77479-2674,TX,Emerus,Non-Profit,2022,"Combination of counties, zip codes, and places","Harris,Fort Bend,Walker,Wharton,Colorado ","77083,77096,77406, 77407,77423,77433,77437,77441,77449,77450, 77459,77461, 77469, 77471, 77477, 77479, 77489, 77493, 77494, 77498,78934 ","Sugar Land,Rosenburg","Access to Health Care, Emotional Well Being, Food as Health, Exercise is Medicine","Mental Health and Mental Disorders, Access to Healthcare, Diabetes,Older Adults,Heart Disease and Stroke, Physical Activity, Children Health, Obesity, Substance Abuse,Wellness and Lifestyle, Oral Health, Womens Health, Cancer, Injuries, Violence,Safety, Respiratory Lung Disease",https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/first-colony-surgical/first-colony-surgical-2022-chna.ashx?la=en,https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/first-colony-surgical/first-colony-surgical-2022-chna.ashx?la=en,Deborah.ganelin@memorialhermann.org
6741952,Memorial Hermann Greater Heights Hospital,1635 North Loop West,Houston,77008-1532,TX,Memorial Hermann Health System,Non-Profit,2022,"Combination of counties, zip codes, and places",Harris,"77088, 77022, 77091, 77018, 77009, 77076, 77093, 77008, 77026, 77016, 77040, 77028, 77037, 77007, 77055, 77060, 77038, 77078, 77080","Aldine, Atascocita, Barrett, Baytown, Bellaire, Bunker Hill Village, Channelview, Cinco Ranch, Cloverleaf, Crosby, Deer Park, El Lago, Friendswood, Galena Park, Hedwig Village, Highlands, Hilshire Village, Houston, Humble, Hunters Creek Villagem, Jacinto City, Jersey Village, Katy, La Porte, League City, Mission Bend, Missouri City, Morgans Point, Nassau Bay, Pasadena, Pearland, Piney Point Village, Seabrook, Sheldon, Shoreacres, South Houston, Southside Place, Spring, Spring Valley Village City, Stafford, Taylor Lake Village, Tomball, Waller, Webster, West University Place","Access to Health Care, Emotional Well Being, Food as Health, Exercise is Medicine","Mental Health and Mental Disorders, Access to Healthcare, Diabetes,Older Adults,Heart Disease and Stroke, Physical Activity,Childrens Health,Obesity, Substance Abuse, Wellness and Lifestyle, Oral Health, Womens Health, Cancer, Injuries, Violence, Safety, Respiratory Lung Disease",https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/greater-heights/gh-chna-2022.ashx,https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/sip/2022-update/cb-mh-greater-heights-2022-sip.ashx,Deborah.Ganelin@memorialhermann.org <Deborah.Ganelin@memorialhermann.org>;
6742125,Memorial Hermann Katy Hospital,23900 Katy Freeway,Katy,77494-1323,TX,Memorial Hermann Health System,Non-Profit,2022,"Combination of counties, zip codes, and places","Harris, Waller, Fort Bend","77449, 77450, 77493, 77494","Sealy, Katy, Brookshire","Access to Health Care, Emotional Well Being, Food as Health, Exercise is Medicine","Mental Health and Mental Disorders, Access to Healthcare, Diabetes, Older Adults, Heart Disease and Stroke, Physical Activity, Childrens Health, Obesity, Substance Abuse, Wellness and Lifestyle, Oral Health, Womens Health, Cancer, Injuries,Violence, Safety, Respiratory Lung Disease",https://www.memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/katy/katy-chna-2022.ashx,https://www.memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/katy/katy-chna-2022.ashx,Deborah.Ganelin@memorialhermann.org
6741970,Memorial Hermann Memorial City Medical Center,1760 Barker Cypress Rd,Houston,77084,TX,Memorial Hermann Health System,Non-Profit,2022,"Combination of counties, zip codes, and places","Harris, Fort Bend, Walker, Wharton, Colorado ","77406,77407, 77083, 77072, 77036, 77082, 77450, 77494, 77493, 77433, 77429, 77095, 77065, 77064, 77088, 77091, 77018, 77008, 77009, 77007, 77056, 77057, 77063, 77042, 77077, 77079, 77449, 77084, 77041, 77040, 77092, 77080, 77055, 77024, 77043","Aldine, Atascocita, Barrett, Baytown, Bellaire, Bunker Hill Village, Channelview, Cinco Ranch, Cloverleaf, Crosby, Deer Park, El Lago, Friendswood, Galena Park, Hedwig Village, Highlands, Hilshire Village, Houston, Humble, Hunters Creek Villagem, Jacinto City, Jersey Village, Katy, La Porte, League City, Mission Bend, Missouri City, Morgans Point, Nassau Bay, Pasadena, Pearland, Piney Point Village, Seabrook, Sheldon, Shoreacres, South Houston, Southside Place, Spring, Spring Valley Village City, Stafford, Taylor Lake Village, Tomball, Waller, Webster, West University Place","Access to Health Care, Emotional Well Being, Food as Health, Exercise is Medicine","Mental Health and Mental Disorders, Access to Healthcare,Diabetes, Older Adults, Heart Disease and Stroke, Physical Activity, Childrens Health, Obesity, Substance Abuse, Wellness and Lifestyle,Oral Health,Womens Health, Cancer, Injuries,Violence,Safety, Respiratory Lung Disease",https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/memorial-city/mc-chna-2022.ashx,https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/sip/2022-update/cb-mh-memorial-city-2022-sip.ashx,N/A
6742059,Memorial Hermann Northeast,18951 North Memorial Drive,Humble,77338-4297,TX,Memorial Hermann Health System,Non-Profit,2022,"Combination of counties, zip codes, and places","Harris, Montgomery","77327, 77535, 77532, 77044, 77078, 77028, 77016, 77093, 77039, 77032, 77396, 77346, 77345, 77336, 77357, 77365, 77339, 77373, 77032,","Aldine, Crosby, Barret, Cleveland, Dayton, Spring Humble","Access to Health Care, Emotional Well Being, Food as Health, Exercise is Medicine","Mental Health and Mental Disorders, Access to Healthcare, Diabetes, Older Adults, Heart Disease and Stroke, Physical Activity, Childrens Health, Obesity, Substance Abuse, Wellness and Lifestyle, Oral Health, Womens Health, Cancer, Injuries,Violence, Safety, Respiratory Lung Disease",https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/northeast/northeast-chna-2022.ashx,https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/sip/2022-update/cb-mh-northeast-2022-sip.ashx,N/A
6740358,Memorial Hermann Rehabilitation Hospital - Katy,"21720 Kingsland Boulevard, 2nd Floor",Katy,77450-2550,TX,Memorial Hermann Health System,Non-Profit,2022,"Combination of counties, zip codes, and places","Fort Bend, Harris, Austin, Waller","77494, 77449, 77450, 77493, 77084, 77474, 77423, 77407, 77406, 77441","Sealy, Katy, Brookshire","Access to Health Care, Emotional Well Being, Food as Health, Exercise is Medicine","Mental Health and Mental Disorders, Access to Healthcare, Diabetes, Older Adults, Heart Disease and Stroke, Physical Activity, Childrens Health, Obesity, Substance Abuse, Wellness and Lifestyle, Oral Health, Womens Health, Cancer, Injuries,Violence, Safety, Respiratory Lung Disease",https://www.memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/katy-rehab/ktr-chna-2022.ashx?la=en&hash=94CB79A61C519B007F8D5638969F51AE,https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/sip/2021-update/cb-mh-katy-sip-2019-year-2-update-2021.ashx?la=en&hash=DAFFA35E58F931F1624D43EE0642BEFE,N/A
6744020,Memorial Hermann Sugar Land Hospital,17500 West Grand Parkway South,Sugar Land,77479-2562,TX,Memorial Hermann Health System,Non-Profit,2022,"Combination of counties, zip codes, and places","Fort Bend, Harris, Wharton","77469, 77471, 77479, 77406 , 77459, 77407, 77498, 77437, 77488, 77461, 77083, 77477, 77478 , 77489,  77435 , 77545,  77099","Wharton, El Campo, East Bernard, Needville, Rosenberg, Sugar Land, Missouri City","Access to Health Care, Emotional Well Being, Food as Health, Exercise is Medicine","Mental Health and Mental Disorders, Access to Healthcare, Diabetes, Older Adults,Heart Disease and Stroke, Physical Activity, Childrens Health,Obesity, Substance Abuse,Wellness and Lifestyle, Oral Health,Womens Health,Cancer, Injuries,Violence, Safety, Respiratory Lung Disease",https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/sugar-land/sugar-land-2022-chna.ashx,https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/sugar-land/sugar-land-2022-chna.ashx,Deborah.ganelin@memorialhermann.org 
6740386,Memorial Hermann Surgical Hospital Kingwood,300 Kingwood Medical Drive,Kingwood,77339-6400,TX,,Non-Profit,2022,"Combination of counties, zip codes, and places","Harris, Liberty, Montgomery, San Jacinto","77346, 77339, 77345, 77365, 77357, 77396, 77044, 77336, 77338,77327, 77328, 77372, 77532, 77535, 77371","Cleveland, Barrett, Sheldon, Dayton, Shepherd","Access to Health Care, Emotional Well Being, Food as Health, Exercise is Medicine","Mental Health and Mental Disorders, Access to Healthcare, Diabetes, Older Adults, Heart Disease and Stroke, Physical Activity, Childrens Health, Obesity, Substance Abuse, Wellness and Lifestyle, Oral Health, Womens Health,Cancer, Injuries,Violence, Safety, Respiratory Lung Disease",https://www.memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/kingwood-surgical/surgical-kingwood-2022-chna.ashx,https://www.memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/kingwood-surgical/surgical-kingwood-2022-chna.ashx,Deborah.ganelin@memorialhermann.org 
6741042,Memorial Hermann Tomball Hospital,24429 State Highway 249,Tomball,77375-8214,TX,Emerus,Non-Profit,N/A unable to find,,,,,,,,,
6743200,Memorial Hospital,209 NW Eighth Street,Seminole,79360-3447,TX,,Unable to Find,2022,Combination of counties and zip codes,"Andrews, Brownfield, Denver City, Hobbs, Lamesa, Plains, Seagraves, Tahoka, Seminole ","79714, 79316, 79323, 88240, 88242, 79331, 79353, 79359, 79373, 79360",N/A,"Adult Primary Care, Alcohol and Drug Abuse, Cancer treatment, Counseling Mental Health, Diabetes Care, Emergency Trauma Care, Heart Care, Orthopedic Care, Pediatric Services, Womens Services ","Heart Disease, Cancer, Stroke, Accidents, Chronic Lower Respiratory Disease, Alzheimers Disease, Diabetes, Septicemia, Kidney Disease, Chronic Liver Disease",https://seminolehospitaldistrict.com/wp-content/uploads/2020/06/20-SEMINOLE-9485-FINAL.pdf,N/A,N/A
6742853,Memorial Medical Center,815 North Virginia Street,Port Lavaca,77979-3025,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740237,Menninger Clinic,12301 Main Street,Houston,77035-6207,TX,,Non-Profit,2022,Combination of counties and places,"Harris, Fort Bend, Montgomery, Brazoria, Galveston, Liberty, Waller, Chambers, Austin",N/A,"Houston ,The Woodlands Sugar Land, Metropolitan Statistical Area,Greater Houston","Inpatient High Cost of Care and Lack of Insurance Benefits,Shortage of Inpatient Beds for Children and Adolescents, Inconsistent Access to Services for Populations due to Socioeconomic and Geographic Factors,Shortage of Availability of and Easy Access to Mental Health Screenings, Diagnostic Services and Early Treatment Interventions, Stigma Prevents a Majority of People from Seeking Services,Shortage of Mental Health Professionals, Especially with Hispanic and African American Heritage,Void of Coordinated and Integrated Care, Lack of Education about Mental Health, Outpatient Lack of Affordable Services where People Live and Work, Limitations for What Insurance Will Pay For,Barriers to Treatment and Overall Mental Health, Including Safe and Affordable Housing,Transportation, Stigma and not Knowing How to Access Mental Health Services, Lack of leadership in Mobilizing a System of Services, Long  waits for Medication and Counseling Services, Demand for Training Among First Responders to Address Needs of Individuals in Crisis, Shortage of Mental Health  Professionals, Especially with Hispanic and African American Heritage, Shortage of Assessment and Treatment for Autism and Low IQ individuals, Lack of Education about Mental Health ","Substance Use, Suicide, Access to Providers, Behavioral Health Treatment Services Locations",https://www.menningerclinic.org/Assets/2022-chnafinal-draft-updated-07262022.pdf,N/A,N/A
6740077,Mesa Hills Specialty Hospital,"2311 North Oregon Street, 5th Floor",El Paso,79902-3216,TX,Concord Healthcare Group,Unable to Find,N/A unable to find,,,,,,,,,
6740948,Mesa Springs,5560 Mesa Springs Drive,Fort Worth,76123,TX,Springstone,For-Profit,N/A unable to find,,,,,,,,,
6740884,Mesquite Rehabilitation Institute,1023 North Belt Line Road,Mesquite,75149-1788,TX,"Ernest Health, Inc.",Non-Profit,N/A unable to find,,,,,,,,,
6740362,Mesquite Specialty Hospital,1024 North Galloway Avenue,Mesquite,75149-2434,TX,"Ernest Health, Inc.",Non-Profit,N/A unable to find,,,,,,,,,
6740113,Methodist Ambulatory Surgery Hospital - Northwest,"9150 Huebner Road, Suite 100",San Antonio,78240-1545,TX,HCA Healthcare,Unable to Find,N/A unable to find,,,,,,,,,
6741035,Methodist Charlton Medical Center,3500 West Wheatland Road,Dallas,75237-3460,TX,Methodist Health System,Non-Profit,2022,"Combination of counties, zip codes, and places",Dallas,"75203, 75210, 75212, 75216, 75217, 75224, 75231, 75233, 75240, 75246, 75247","Coppell, Irving, Grand Prairie, Duncanville, Cedar Hill, DeSoto, Gleen Heights, Lancaster, Mesquite, Rowlett, Garland, Sachse, RIchardson, Carrollton, Farmers Branch, University Park","Diabetes Admission, Hyperlipidemia, Stroke, Food Deserts, Drug Poisoning, Opioid Involved Accidental Deaths, Mental Health, Prenatal Care, Cancer","Chronic Condition Management, Lack of Healthy Food Options, Gap in Behavioral Health, Substance Abuse, Prenatal Care Issues, Escalating Health Needs of Aging Community, Cancer Incidence, Non English Speakers",https://www.methodisthealthsystem.org/documents/content/CHNA-Methodist_Dallas-HC-Final.pdf?&,https://www.methodisthealthsystem.org/documents/MCMC_MDMC_MRH-Dallas-County-Implementation-Strategy_Final.pdf?&,N/A
